Race started at: 2025-05-02 20:38:25.759748
Track: forza
Stage: Unknown
Training: Enabled
--------------------------------------------------------------------------------
Connected to server at 2025-05-02 20:38:25.765800
Step 100: Speed=6.1, Pos=1, Damage=0.0, Time=1.0
Step 200: Speed=27.1, Pos=2, Damage=0.0, Time=3.1
Step 300: Speed=58.4, Pos=2, Damage=0.0, Time=5.3
Step 400: Speed=12.1, Pos=3, Damage=95.0, Time=7.5
Step 500: Speed=0.9, Pos=3, Damage=95.0, Time=9.6
Step 600: Speed=0.5, Pos=3, Damage=95.0, Time=11.6
Step 700: Speed=0.8, Pos=3, Damage=95.0, Time=13.6
Step 800: Speed=0.6, Pos=3, Damage=95.0, Time=15.6
Step 900: Speed=0.5, Pos=3, Damage=95.0, Time=17.7
Step 1000: Speed=0.3, Pos=3, Damage=95.0, Time=19.9
Step 1100: Speed=0.7, Pos=3, Damage=95.0, Time=22.1
