Race started at: 2025-05-02 20:57:28.258882
Track: Default
Stage: Unknown
Training: Enabled
--------------------------------------------------------------------------------
Connected to server at 2025-05-02 20:57:28.264861
Step 100: Speed=11.4, Pos=1, Damage=0.0, Time=1.0
Step 200: Speed=56.1, Pos=2, Damage=0.0, Time=3.1
Step 300: Speed=94.1, Pos=3, Damage=0.0, Time=5.3
Step 400: Speed=118.5, Pos=3, Damage=0.0, Time=7.5
Step 500: Speed=119.5, Pos=3, Damage=37.0, Time=9.6
Step 600: Speed=41.5, Pos=3, Damage=37.0, Time=11.6
Step 700: Speed=0.8, Pos=3, Damage=37.0, Time=13.6
Step 800: Speed=-0.0, Pos=3, Damage=37.0, Time=15.6
Step 900: Speed=0.0, Pos=3, Damage=37.0, Time=17.7
