Race started at: 2025-05-02 22:49:35.689667
Track: Default
Stage: Unknown
Training: Enabled
Loaded model from episode: 50
--------------------------------------------------------------------------------
Connected to server at 2025-05-02 22:49:35.695315
Step 100: Speed=12.3, Pos=1, Damage=0.0, Time=1.0
Step 200: Speed=54.4, Pos=2, Damage=0.0, Time=3.1
Step 300: Speed=91.2, Pos=4, Damage=0.0, Time=5.3
Step 400: Speed=108.2, Pos=4, Damage=0.0, Time=7.5
Step 500: Speed=117.6, Pos=4, Damage=8.0, Time=9.6
Step 600: Speed=130.3, Pos=4, Damage=8.0, Time=11.6
Step 700: Speed=135.9, Pos=4, Damage=8.0, Time=13.6
Step 800: Speed=111.4, Pos=4, Damage=312.0, Time=15.6
Step 900: Speed=114.3, Pos=4, Damage=312.0, Time=17.7
Step 1000: Speed=120.2, Pos=4, Damage=312.0, Time=19.9
Step 1100: Speed=120.1, Pos=4, Damage=317.0, Time=22.1
Step 1200: Speed=108.3, Pos=4, Damage=317.0, Time=24.3
Step 1300: Speed=20.0, Pos=4, Damage=893.0, Time=26.5
Step 1400: Speed=5.9, Pos=4, Damage=893.0, Time=28.7
Step 1500: Speed=0.4, Pos=4, Damage=917.0, Time=30.9
