episode,total_reward,avg_reward,max_speed,distance_raced,damage
1,1671978.5000,1671978.5000,103.11,94.14,0.00
2,9456.5312,840717.5000,103.47,94.76,0.00
3,9310.8271,563581.9375,103.65,95.37,0.00
4,9171.3975,424979.3125,103.91,95.99,0.00
5,9042.1885,341791.9062,104.29,96.61,0.00
6,8906.8770,286311.0625,104.61,97.23,0.00
7,8756.4648,246660.4062,104.78,97.85,0.00
8,8617.4199,216905.0312,105.08,98.47,0.00
9,8466.0264,193745.1406,105.25,99.10,0.00
10,8309.5811,175201.5938,105.36,99.72,0.00
11,8157.4375,8819.4746,105.54,100.34,0.00
12,8016.5361,8675.4756,105.86,100.96,0.00
13,7859.8677,8530.3809,105.99,101.59,0.00
14,7715.9712,8384.8379,106.30,102.21,0.00
15,7558.9941,8236.5176,106.44,102.84,0.00
16,7403.1426,8086.1436,106.61,103.46,0.00
17,7259.0630,7936.4038,106.94,104.09,0.00
18,7102.1597,7784.8774,107.11,104.71,0.00
19,6947.6416,7633.0391,107.33,105.34,0.00
20,6787.1709,7480.7983,107.46,105.96,0.00
21,6633.9092,7328.4453,107.72,106.59,0.00
22,6480.1558,7174.8076,107.98,107.22,0.00
23,6331.5220,7021.9727,108.33,107.84,0.00
24,6169.3159,6867.3076,108.48,108.47,0.00
25,6003.0996,6711.7188,108.57,109.10,0.00
26,5841.0303,6555.5068,108.74,109.73,0.00
27,5677.4365,6397.3447,108.89,110.35,0.00
28,5511.5356,6238.2822,109.00,110.98,0.00
29,5344.9429,6078.0117,109.11,111.61,0.00
30,5188.2769,5918.1221,109.43,112.24,0.00
31,5196.4326,5774.3750,109.59,112.87,0.00
32,5208.2773,5647.1870,109.83,113.50,0.00
33,5224.4146,5536.4761,110.16,114.13,0.00
34,5243.2212,5443.8667,110.53,114.77,0.00
35,5251.0713,5368.6641,110.69,115.41,0.00
36,5259.5391,5310.5146,110.86,116.04,0.00
37,5277.6025,5270.5312,111.22,116.68,0.00
38,5296.9702,5249.0747,111.61,117.33,0.00
39,5314.2227,5246.0024,111.95,117.97,0.00
40,5326.2349,5259.7983,112.20,118.61,0.00
41,5332.2021,5273.3755,112.32,119.25,0.00
42,5340.6484,5286.6123,112.49,119.89,0.00
43,5349.3774,5299.1094,112.66,120.54,0.00
44,5356.8633,5310.4736,112.81,121.18,0.00
45,5374.6104,5322.8271,113.17,121.82,0.00
46,5391.0229,5335.9756,113.50,122.47,0.00
47,5407.0815,5348.9229,113.82,123.11,0.00
48,5413.9492,5360.6216,113.96,123.76,0.00
49,5421.6616,5371.3652,114.11,124.41,0.00
50,5426.6265,5381.4043,114.21,125.05,0.00
51,5432.4385,5391.4277,114.33,125.70,0.00
52,5445.6440,5401.9272,114.59,126.34,0.00
53,5463.9321,5413.3833,114.96,126.99,0.00
54,5472.8911,5424.9858,115.14,127.64,0.00
55,5465.8345,5434.1084,115.00,128.29,0.00
56,5472.0962,5442.2158,115.13,128.94,0.00
57,5469.1382,5448.4214,115.07,129.60,0.00
58,5456.9717,5452.7236,114.83,130.25,0.00
59,5448.8477,5455.4419,114.67,130.90,0.00
60,5446.0205,5457.3813,114.61,131.55,0.00
61,5400.5332,5454.1904,113.70,132.19,0.00
62,5337.6899,5443.3955,112.45,132.82,0.00
63,4154.3242,5312.4351,88.90,133.44,114.00
64,4062.6523,5171.4106,87.07,134.06,114.00
65,3974.8457,5022.3115,85.32,134.68,114.00
66,3882.6587,4863.3682,83.48,135.28,114.00
67,3789.5940,4695.4136,81.62,135.89,114.00
68,3701.3347,4519.8506,79.85,136.48,114.00
69,3617.1687,4336.6826,78.17,137.02,114.00
70,3525.7329,4144.6533,76.34,137.55,114.00
71,3431.8938,3947.7896,74.47,138.07,114.00
72,3332.7944,3747.2996,72.49,138.58,114.00
73,3228.7524,3654.7427,70.41,139.09,114.00
74,3124.9268,3560.9702,68.33,139.58,114.00
75,3021.6057,3465.6465,66.26,140.07,114.00
76,2924.0164,3369.7820,64.31,140.55,114.00
77,2832.1565,3274.0378,62.48,141.03,114.00
78,2740.0322,3177.9077,60.64,141.50,114.00
79,2651.1597,3081.3071,58.86,141.96,114.00
80,2566.3550,2985.3696,57.16,142.42,114.00
81,2484.6699,2890.6470,55.53,142.86,114.00
82,2406.2854,2797.9961,53.96,143.31,114.00
83,2330.9238,2708.2131,52.45,143.74,114.00
84,2253.3606,2621.0566,50.90,144.17,114.00
85,2174.5356,2536.3496,49.32,144.59,114.00
86,2094.3855,2453.3862,47.72,145.00,114.00
87,2010.2415,2371.1948,46.03,145.40,114.00
88,1914.5278,2288.6443,44.12,145.79,114.00
89,1820.4757,2205.5762,42.24,146.17,114.00
90,1723.6251,2121.3032,40.30,146.54,114.00
91,1630.7756,2035.9137,38.44,146.91,114.00
92,1540.5875,1949.3440,36.64,147.26,114.00
93,1449.9681,1861.2483,34.82,147.61,114.00
94,1373.8262,1773.2947,33.30,147.95,114.00
95,1284.3002,1684.2712,31.51,148.28,114.00
96,1204.1140,1595.2441,29.90,148.60,114.00
97,1122.0973,1506.4298,28.26,148.91,114.00
98,1034.4724,1418.4242,26.51,149.22,114.00
99,938.3783,1330.2146,24.58,149.51,114.00
100,864.0978,1244.2618,23.10,149.80,114.00
101,784.1323,1159.5973,21.50,150.07,114.00
102,709.6635,1076.5049,20.00,150.34,114.00
103,624.4886,993.9570,18.30,150.59,114.00
104,549.5950,911.5339,16.80,150.84,114.00
105,462.1740,829.3213,15.05,151.07,114.00
106,393.3855,748.2485,13.67,151.30,114.00
107,353.3029,671.3690,12.87,151.52,114.00
108,317.6875,599.6906,12.15,151.73,114.00
109,240.2602,529.8788,10.60,151.93,114.00
110,146.9822,458.1672,8.73,152.12,114.00
111,104.4464,390.1985,7.88,152.30,114.00
112,42.9112,323.5233,6.65,152.47,114.00
