episode,total_reward,avg_reward,max_speed,distance_raced,damage
1,1333550.5000,1333550.5000,79.55,78.45,0.00
2,7035.3052,670292.8750,78.43,78.92,0.00
3,6910.4028,449165.3750,78.39,79.38,0.00
4,6785.3750,338570.3750,78.35,79.84,0.00
5,6662.1758,272188.7188,78.33,80.30,0.00
6,6537.0972,227913.4531,78.28,80.76,0.00
7,6409.2812,196270.0000,78.21,81.23,0.00
8,6283.6865,172521.7031,78.15,81.69,0.00
9,6156.8989,154036.7188,78.08,82.15,0.00
10,6031.5269,139236.2031,78.03,82.60,0.00
11,5905.0698,6471.6821,77.96,83.06,0.00
12,5785.2046,6346.6719,77.97,83.52,0.00
13,5658.0000,6221.4316,77.88,83.98,0.00
14,5532.4888,6096.1431,77.81,84.44,0.00
15,5407.5488,5970.6807,77.75,84.90,0.00
16,5282.8657,5845.2568,77.69,85.36,0.00
17,5157.1890,5720.0483,77.61,85.81,0.00
18,5032.8623,5594.9658,77.55,86.27,0.00
19,4909.1343,5470.1885,77.49,86.72,0.00
20,4784.8262,5345.5186,77.43,87.18,0.00
21,4660.6670,5221.0786,77.36,87.63,0.00
22,4536.7358,5096.2314,77.29,88.08,0.00
23,4413.7178,4971.8037,77.23,88.54,0.00
24,4290.7700,4847.6318,77.17,88.99,0.00
25,4168.0879,4723.6851,77.11,89.44,0.00
26,4047.2124,4600.1201,77.08,89.89,0.00
27,3924.4592,4476.8467,77.01,90.34,0.00
28,3802.3967,4353.8013,76.95,90.79,0.00
29,3679.7036,4230.8579,76.88,91.24,0.00
30,3557.5276,4108.1279,76.81,91.69,0.00
31,3553.6499,3997.4258,76.73,92.14,0.00
32,3550.1389,3898.7664,76.66,92.58,0.00
33,3548.2507,3812.2195,76.62,93.03,0.00
34,3544.8157,3737.6243,76.56,93.48,0.00
35,3541.0291,3674.9180,76.48,93.92,0.00
36,3537.9229,3623.9895,76.42,94.37,0.00
37,3534.3918,3584.9824,76.35,94.81,0.00
38,3530.5593,3557.7993,76.27,95.25,0.00
39,3526.9780,3542.5266,76.20,95.70,0.00
40,3527.5457,3539.5286,76.21,96.14,0.00
41,3524.5063,3536.6138,76.15,96.58,0.00
42,3520.4897,3533.6489,76.07,97.03,0.00
43,3516.9446,3530.5183,76.00,97.47,0.00
44,3513.3435,3527.3711,75.93,97.91,0.00
45,3509.4272,3524.2109,75.85,98.35,0.00
46,3506.4062,3521.0593,75.79,98.79,0.00
47,3506.0916,3518.2292,75.79,99.23,0.00
48,3502.3582,3515.4094,75.71,99.67,0.00
49,3499.4338,3512.6548,75.66,100.11,0.00
50,3495.9690,3509.4968,75.59,100.54,0.00
51,3492.4805,3506.2944,75.52,100.98,0.00
52,3489.5737,3503.2026,75.46,101.42,0.00
53,3485.5369,3500.0620,75.38,101.86,0.00
54,3485.2520,3497.2532,75.37,102.30,0.00
55,3481.8123,3494.4915,75.31,102.74,0.00
56,3478.4644,3491.6973,75.24,103.18,0.00
57,3474.7358,3488.5618,75.17,103.61,0.00
58,3471.5120,3485.4773,75.10,104.05,0.00
59,3468.6160,3482.3953,75.04,104.48,0.00
60,3465.0537,3479.3035,74.97,104.92,0.00
61,3462.9304,3476.3484,74.93,105.35,0.00
62,3459.1523,3473.3066,74.86,105.79,0.00
63,3455.2781,3470.2805,74.78,106.22,0.00
64,3451.7397,3466.9290,74.71,106.65,0.00
65,3448.8230,3463.6304,74.65,107.08,0.00
66,3445.8533,3460.3691,74.59,107.51,0.00
67,3442.7842,3457.1743,74.53,107.94,0.00
68,3442.0293,3454.2258,74.52,108.36,0.00
69,3438.6763,3451.2319,74.45,108.79,0.00
70,3435.4180,3448.2688,74.39,109.22,0.00
71,3432.4067,3445.2161,74.33,109.65,0.00
72,3429.0120,3442.2019,74.26,110.08,0.00
73,3426.0100,3439.2754,74.20,110.50,0.00
74,3423.0154,3436.4028,74.14,110.93,0.00
75,3420.1965,3433.5403,74.08,111.36,0.00
76,3416.8696,3430.6418,74.02,111.78,0.00
77,3413.4890,3427.7122,73.95,112.21,0.00
78,3410.0686,3424.5164,73.88,112.63,0.00
79,3406.8774,3421.3364,73.82,113.05,0.00
80,3404.0295,3418.1973,73.76,113.47,0.00
81,3400.1145,3414.9680,73.69,113.90,0.00
82,3399.2510,3411.9922,73.67,114.32,0.00
83,3395.8020,3408.9714,73.60,114.74,0.00
84,3392.7266,3405.9429,73.54,115.16,0.00
85,3389.7527,3402.8979,73.48,115.58,0.00
86,3386.6448,3399.8757,73.42,116.00,0.00
87,3383.7131,3396.8979,73.36,116.41,0.00
88,3380.8137,3393.9722,73.30,116.83,0.00
89,3380.4956,3391.3340,73.30,117.25,0.00
90,3376.0732,3388.5386,73.21,117.67,0.00
91,3371.3115,3385.6587,73.12,118.08,0.00
92,3368.0518,3382.5386,73.05,118.49,0.00
93,3364.0862,3379.3667,72.97,118.91,0.00
94,2815.5994,3321.6538,62.06,119.28,35.00
95,2804.0583,3263.0850,61.83,119.65,35.00
96,2777.3796,3202.1580,61.30,120.03,35.00
97,2746.8862,3138.4756,60.69,120.39,35.00
98,2715.4087,3071.9351,60.06,120.75,35.00
99,2684.1987,3002.3052,59.43,121.11,35.00
100,2652.1482,2929.9128,58.79,121.47,35.00
101,2620.7966,2854.8616,58.16,121.82,35.00
102,2590.7139,2777.1277,57.56,122.17,35.00
103,2563.8462,2697.1038,57.02,122.51,35.00
104,2537.0728,2669.2507,56.48,122.85,35.00
105,2510.0278,2639.8477,55.94,123.19,35.00
106,2483.4182,2610.4517,55.41,123.52,35.00
107,2457.9463,2581.5579,54.90,123.85,35.00
108,2434.2776,2553.4446,54.43,124.18,35.00
109,2408.5718,2525.8818,53.91,124.50,35.00
110,2383.2922,2498.9963,53.41,124.82,35.00
111,2361.5754,2473.0745,52.97,125.14,35.00
112,2340.9878,2448.1018,52.56,125.45,35.00
113,2320.0435,2423.7214,52.14,125.76,35.00
114,2296.4351,2399.6577,51.66,126.07,35.00
115,2270.2910,2375.6838,51.14,126.37,35.00
116,2247.2590,2352.0679,50.68,126.67,35.00
117,2227.0591,2328.9792,50.27,126.97,35.00
118,2190.5920,2304.6108,49.54,127.26,35.00
119,2148.1694,2278.5706,48.69,127.55,35.00
120,2114.7375,2251.7151,48.02,127.83,35.00
121,2083.3264,2223.8901,47.40,128.11,35.00
122,2052.7004,2195.0615,46.78,128.38,35.00
123,2023.1423,2165.3716,46.19,128.66,35.00
124,1994.0500,2135.1328,45.61,128.93,35.00
125,1963.5596,2104.4597,45.00,129.19,35.00
126,1933.6353,2073.0972,44.40,129.45,35.00
127,1909.5398,2041.3451,43.92,129.71,35.00
128,1886.9900,2010.9850,43.47,129.97,35.00
129,1863.1985,1982.4880,42.99,130.22,35.00
130,1838.7592,1954.8903,42.50,130.47,35.00
131,1811.7617,1927.7338,41.96,130.72,35.00
132,1784.4626,1900.9099,41.41,130.96,35.00
133,1756.5815,1874.2539,40.86,131.20,35.00
134,1727.4330,1847.5922,40.27,131.44,35.00
135,1701.1873,1821.3549,39.75,131.67,35.00
136,1678.6111,1795.8525,39.29,131.90,35.00
137,1660.1101,1770.9095,38.92,132.13,35.00
138,1640.5834,1746.2689,38.53,132.36,35.00
139,1617.2036,1721.6693,38.06,132.58,35.00
140,1591.3789,1696.9313,37.55,132.80,35.00
141,1564.7937,1672.2344,37.01,133.01,35.00
142,1540.0885,1647.7972,36.52,133.23,35.00
143,1517.3234,1623.8713,36.06,133.44,35.00
144,1493.5714,1600.4851,35.59,133.65,35.00
145,1471.3438,1577.5007,35.14,133.85,35.00
146,1449.0060,1554.5403,34.70,134.05,35.00
147,1430.0018,1531.5295,34.32,134.25,35.00
148,1409.6250,1508.4336,33.91,134.45,35.00
149,1384.7977,1485.1931,33.41,134.64,35.00
150,1356.1304,1461.6682,32.84,134.83,35.00
151,1326.3383,1437.8226,32.24,135.02,35.00
152,1297.3026,1413.5439,31.66,135.21,35.00
153,1273.0841,1389.1201,31.18,135.39,35.00
154,1250.1521,1364.7781,30.72,135.57,35.00
155,1226.0022,1340.2440,30.23,135.74,35.00
156,1202.4299,1315.5864,29.76,135.91,35.00
157,1174.7516,1290.0614,29.21,136.09,35.00
158,1144.8473,1263.5837,28.61,136.25,35.00
159,1114.2109,1236.5250,28.00,136.41,35.00
160,1082.2935,1209.1412,27.36,136.57,35.00
161,1050.7906,1181.5865,26.73,136.73,35.00
162,1023.9172,1154.2479,26.19,136.89,35.00
163,999.6437,1126.9039,25.71,137.04,35.00
164,973.0060,1099.1892,25.17,137.19,35.00
165,943.5554,1070.9446,24.58,137.33,35.00
166,911.0118,1041.8029,23.93,137.47,35.00
167,878.3152,1012.1592,23.28,137.61,35.00
168,846.4747,982.3219,22.64,137.74,35.00
169,813.6569,952.2665,21.99,137.88,35.00
170,768.5382,920.8910,21.08,138.00,35.00
171,711.6323,886.9751,19.94,138.12,35.00
172,668.3229,851.4157,19.08,138.24,35.00
173,629.9452,814.4459,18.31,138.35,35.00
174,592.1772,776.3629,17.56,138.46,35.00
175,556.7176,737.6792,16.85,138.56,35.00
176,519.6160,698.5397,16.11,138.66,35.00
177,485.2213,659.2302,15.42,138.76,35.00
178,448.8807,619.4708,14.69,138.85,35.00
179,412.4516,579.3503,13.96,138.94,35.00
180,377.0172,540.1982,13.25,139.02,35.00
181,343.6608,503.4010,12.59,139.10,35.00
182,315.1025,468.0790,12.01,139.18,35.00
183,288.1168,433.8962,11.47,139.26,35.00
184,257.0465,400.3831,10.85,139.33,35.00
185,222.0840,366.9197,10.15,139.39,35.00
186,185.9332,333.5515,9.43,139.45,35.00
187,148.0314,299.8325,8.67,139.51,35.00
188,94.6012,264.4045,7.60,139.56,35.00
189,50.4636,228.2057,6.72,139.61,35.00
190,-4.9096,190.0130,5.61,139.65,35.00
191,-39.3056,151.7164,4.92,139.68,35.00
192,-65.0153,113.7046,4.40,139.71,35.00
193,-88.3785,76.0551,3.94,139.74,35.00
194,-111.6795,39.1825,3.47,139.77,35.00
195,-134.2564,3.5485,3.02,139.79,35.00
196,-159.9014,-31.0350,2.50,139.80,35.00
197,-188.0908,-64.6472,1.94,139.82,35.00
198,-212.1617,-95.3235,1.46,139.83,35.00
199,-227.6926,-123.1391,1.15,139.84,35.00
200,-252.8015,-147.9283,0.64,139.84,35.00
201,-254.5914,-169.4569,0.61,139.85,35.00
202,-265.1876,-189.4742,0.40,139.85,35.00
203,-266.6041,-207.2967,0.37,139.85,35.00
204,-272.8668,-223.4154,0.24,139.85,35.00
205,-274.2335,-237.4131,0.21,139.86,35.00
206,-280.6450,-249.4875,0.09,139.86,35.00
207,-277.0006,-258.3785,0.16,139.86,35.00
208,-282.9021,-265.4525,0.04,139.86,35.00
209,-278.9887,-270.5822,0.12,139.86,35.00
210,-284.9462,-273.7966,0.00,139.86,35.00
211,-283.7330,-276.7108,0.02,139.86,35.00
212,-284.9621,-278.6882,0.00,139.86,35.00
213,-284.9568,-280.5235,0.00,139.86,35.00
214,-284.9188,-281.7287,0.00,139.86,35.00
215,-284.5719,-282.7625,0.01,139.86,35.00
216,-284.9553,-283.1935,0.00,139.86,35.00
217,-284.8998,-283.9835,0.00,139.86,35.00
218,-284.8962,-284.1829,0.00,139.86,35.00
219,-284.9042,-284.7744,0.00,139.86,35.00
220,-284.9384,-284.7737,0.00,139.86,35.00
221,-284.6761,-284.8680,0.01,139.86,35.00
222,-284.9056,-284.8623,0.00,139.86,35.00
223,-284.9010,-284.8568,0.00,139.85,35.00
224,-284.9034,-284.8552,0.00,139.85,35.00
225,-284.9728,-284.8953,0.00,139.85,35.00
226,-284.9361,-284.8934,0.00,139.85,35.00
227,-284.9372,-284.8971,0.00,139.85,35.00
228,-284.9581,-284.9033,0.00,139.85,35.00
229,-284.8989,-284.9028,0.00,139.85,35.00
230,-284.9627,-284.9052,0.00,139.85,35.00
231,-284.9260,-284.9302,0.00,139.85,35.00
232,-284.9189,-284.9315,0.00,139.85,35.00
233,-284.9382,-284.9352,0.00,139.85,35.00
234,-284.9003,-284.9349,0.00,139.85,35.00
235,-282.2946,-284.6671,0.05,139.85,35.00
236,-284.9455,-284.6680,0.00,139.85,35.00
237,-281.8667,-284.3610,0.06,139.85,35.00
238,-284.9525,-284.3604,0.00,139.85,35.00
239,-281.6243,-284.0329,0.07,139.85,35.00
240,-284.9626,-284.0330,0.00,139.85,35.00
241,-281.0612,-283.6465,0.08,139.85,35.00
242,-284.9351,-283.6481,0.00,139.85,35.00
243,-279.2916,-283.0834,0.11,139.85,35.00
244,-264.2458,-281.0180,0.41,139.85,35.00
245,-272.8465,-280.0732,0.24,139.85,35.00
246,-258.9202,-277.4706,0.52,139.86,35.00
247,-260.5172,-275.3357,0.49,139.86,35.00
248,-250.4400,-271.8845,0.69,139.86,35.00
249,-265.4215,-270.2642,0.39,139.87,35.00
250,-254.9818,-267.2661,0.60,139.87,35.00
251,-252.1879,-264.3788,0.66,139.87,35.00
252,-243.4488,-260.2301,0.83,139.88,35.00
253,-249.9173,-257.2927,0.70,139.88,35.00
254,-241.4312,-255.0112,0.87,139.89,35.00
255,-248.5555,-252.5821,0.73,139.89,35.00
256,-236.5729,-250.3474,0.97,139.90,35.00
257,-242.9845,-248.5941,0.84,139.90,35.00
258,-244.5357,-248.0037,0.81,139.90,35.00
259,-247.5833,-246.2199,0.75,139.91,35.00
260,-245.2812,-245.2498,0.79,139.91,35.00
261,-266.5360,-246.6847,0.37,139.92,35.00
262,-259.4550,-248.2852,0.51,139.92,35.00
263,-254.8396,-248.7775,0.60,139.92,35.00
264,-251.6191,-249.7963,0.67,139.93,35.00
265,-251.5670,-250.0974,0.67,139.93,35.00
266,-244.8244,-250.9226,0.80,139.93,35.00
267,-255.8116,-252.2053,0.58,139.94,35.00
268,-248.3404,-252.5858,0.73,139.94,35.00
269,-261.2603,-253.9535,0.47,139.94,35.00
270,-252.8764,-254.7130,0.64,139.95,35.00
271,-254.7128,-253.5307,0.60,139.95,35.00
272,-248.2700,-252.4122,0.73,139.96,35.00
273,-257.2057,-252.6488,0.56,139.96,35.00
274,-248.8728,-252.3741,0.72,139.96,35.00
275,-249.7946,-252.1969,0.70,139.97,35.00
276,-241.8626,-251.9007,0.86,139.97,35.00
277,-248.2753,-251.1471,0.73,139.97,35.00
278,-245.2038,-250.8335,0.80,139.98,35.00
279,-243.2182,-249.0292,0.83,139.98,35.00
280,-238.9804,-247.6396,0.92,139.99,35.00
281,-245.9233,-246.7607,0.78,139.99,35.00
282,-238.2674,-245.7604,0.93,140.00,35.00
283,-251.8648,-245.2263,0.66,140.00,35.00
284,-250.0595,-245.3450,0.70,140.01,35.00
285,-252.9577,-245.6613,0.64,140.01,35.00
286,-249.8659,-246.4616,0.70,140.01,35.00
287,-261.8530,-247.8194,0.46,140.02,35.00
288,-247.1595,-248.0149,0.76,140.02,35.00
289,-243.1153,-248.0047,0.84,140.03,35.00
290,-244.3510,-248.5417,0.81,140.03,35.00
291,-249.9139,-248.9408,0.70,140.04,35.00
292,-241.2913,-249.2432,0.87,140.04,35.00
293,-244.0307,-248.4598,0.82,140.04,35.00
294,-242.4999,-247.7038,0.85,140.05,35.00
295,-254.0050,-247.8085,0.62,140.05,35.00
296,-252.0918,-248.0312,0.66,140.06,35.00
297,-250.9270,-246.9386,0.68,140.06,35.00
298,-241.7326,-246.3958,0.86,140.06,35.00
299,-257.1725,-247.8016,0.56,140.07,35.00
300,-250.6860,-248.4351,0.69,140.07,35.00
301,-257.1467,-249.1584,0.56,140.08,35.00
302,-247.9092,-249.8201,0.74,140.08,35.00
303,-255.3777,-250.9548,0.59,140.08,35.00
304,-247.8273,-251.4876,0.74,140.09,35.00
305,-251.7426,-251.2614,0.66,140.09,35.00
306,-247.3404,-250.7862,0.75,140.09,35.00
307,-256.6046,-251.3540,0.57,140.10,35.00
308,-245.2217,-251.7029,0.79,140.10,35.00
309,-263.8403,-252.3697,0.42,140.11,35.00
310,-257.6894,-253.0700,0.55,140.11,35.00
311,-257.6819,-253.1235,0.55,140.11,35.00
312,-252.5069,-253.5833,0.65,140.12,35.00
313,-252.4781,-253.2933,0.65,140.12,35.00
314,-250.9036,-253.6010,0.68,140.12,35.00
315,-259.1201,-254.3387,0.52,140.13,35.00
