episode,total_reward,avg_reward,max_speed,distance_raced,damage
1,-60444.7930,-60444.7930,39.35,29.57,773.00
2,-206.6574,-30325.7246,38.46,29.66,773.00
3,-206.4005,-20285.9512,38.94,29.75,773.00
4,-206.3258,-15266.0439,39.52,29.84,773.00
5,-206.2251,-12254.0801,40.16,29.92,773.00
6,-205.9379,-10246.0566,40.88,30.00,773.00
7,-205.4330,-8811.6816,41.65,30.09,773.00
8,-205.1598,-7735.8667,42.47,30.16,773.00
9,-204.5651,-6899.0557,43.31,30.24,773.00
10,-203.9607,-6229.5459,44.18,30.31,773.00
11,-203.5726,-205.4238,44.97,30.38,773.00
12,-204.3542,-205.1935,44.97,30.44,773.00
13,-205.4836,-205.1018,44.73,30.50,773.00
14,-205.9496,-205.0642,44.46,30.54,773.00
15,-208.0014,-205.2418,43.49,30.58,773.00
16,-209.1924,-205.5672,43.02,30.61,773.00
17,-209.7342,-205.9973,42.91,30.63,773.00
18,-210.2534,-206.5067,42.88,30.65,773.00
19,-210.9051,-207.1407,43.06,30.66,773.00
20,-210.4349,-207.7881,43.43,30.67,773.00
21,-210.6800,-208.4989,43.74,30.68,773.00
22,-211.0868,-209.1721,44.00,30.68,773.00
23,-212.0957,-209.8333,44.24,30.67,773.00
24,-212.3773,-210.4761,44.37,30.65,773.00
25,-213.1643,-210.9924,44.67,30.63,773.00
26,-213.3521,-211.4084,44.77,30.61,773.00
27,-213.1032,-211.7453,45.09,30.58,773.00
28,-213.1635,-212.0363,45.30,30.56,773.00
29,-213.5455,-212.3003,45.68,30.55,773.00
30,-214.0832,-212.6652,45.97,30.52,773.00
31,-214.5514,-213.0523,46.21,30.49,773.00
32,-215.1803,-213.4617,46.45,30.46,773.00
33,-215.3211,-213.7842,46.60,30.41,773.00
34,-216.2579,-214.1723,46.84,30.37,773.00
35,-304.4783,-223.3037,0.96,30.31,1160.00
36,-315.9838,-233.5668,0.00,30.25,1160.00
37,-315.2835,-243.7848,0.00,30.19,1160.00
38,-315.0575,-253.9743,0.00,30.14,1160.00
39,-314.1372,-264.0334,0.16,30.10,1160.00
40,-313.7343,-273.9985,0.27,30.07,1160.00
41,-313.2021,-283.8636,0.44,30.03,1160.00
42,-312.6630,-293.6119,0.59,30.01,1160.00
43,-311.8678,-303.2665,0.62,29.99,1160.00
44,-312.0954,-312.8503,0.53,29.97,1160.00
45,-311.7703,-313.5795,0.53,29.96,1160.00
46,-311.5925,-313.1404,0.32,29.96,1160.00
47,-311.4726,-312.7593,0.30,29.95,1160.00
48,-311.4296,-312.3965,0.27,29.95,1160.00
49,-311.5213,-312.1349,0.15,29.95,1160.00
50,-311.6226,-311.9237,0.00,29.95,1160.00
51,-311.5924,-311.7628,0.04,29.95,1160.00
52,-311.3366,-311.6301,0.03,29.95,1160.00
53,-311.5676,-311.6001,0.05,29.95,1160.00
54,-311.4857,-311.5391,0.18,29.94,1160.00
55,-311.4708,-311.5091,0.16,29.94,1160.00
56,-311.1070,-311.4606,0.04,29.94,1160.00
57,-311.3900,-311.4523,0.14,29.94,1160.00
58,-311.5082,-311.4602,0.15,29.94,1160.00
59,-311.4125,-311.4493,0.25,29.94,1160.00
60,-311.5561,-311.4427,0.07,29.94,1160.00
61,-311.5424,-311.4377,0.00,29.94,1160.00
62,-311.4783,-311.4519,0.10,29.94,1160.00
63,-310.8703,-311.3821,0.42,29.94,1160.00
64,-311.2928,-311.3629,0.36,29.94,1160.00
65,-311.4023,-311.3560,0.26,29.94,1160.00
66,-311.4953,-311.3948,0.15,29.93,1160.00
67,-311.1258,-311.3684,0.18,29.93,1160.00
68,-311.5410,-311.3717,0.15,29.93,1160.00
69,-311.4273,-311.3732,0.03,29.93,1160.00
70,-311.5301,-311.3705,0.13,29.93,1160.00
71,-311.5162,-311.3679,0.12,29.93,1160.00
72,-311.5275,-311.3729,0.13,29.93,1160.00
73,-311.5348,-311.4394,0.00,29.93,1160.00
74,-311.5388,-311.4639,0.14,29.93,1160.00
75,-311.3677,-311.4605,0.17,29.93,1160.00
76,-311.2729,-311.4382,0.21,29.93,1160.00
77,-311.5161,-311.4772,0.14,29.92,1160.00
78,-311.6740,-311.4905,0.00,29.92,1160.00
79,-311.5152,-311.4993,0.10,29.92,1160.00
80,-311.3408,-311.4804,0.11,29.92,1160.00
81,-311.5427,-311.4830,0.13,29.92,1160.00
82,-311.5741,-311.4877,0.09,29.92,1160.00
83,-311.3499,-311.4692,0.22,29.92,1160.00
84,-311.3221,-311.4475,0.01,29.92,1160.00
85,-311.1057,-311.4213,0.11,29.92,1160.00
