Race started at: 2025-05-02 22:54:15.238458
Track: Default
Stage: Unknown
Training: Enabled
Loaded model from episode: 300
--------------------------------------------------------------------------------
Connected to server at 2025-05-02 22:54:15.245454
Step 100: Speed=11.4, Pos=1, Damage=0.0, Time=1.0
Step 200: Speed=53.7, Pos=2, Damage=0.0, Time=3.1
Step 300: Speed=91.1, Pos=4, Damage=0.0, Time=5.3
Step 400: Speed=108.1, Pos=4, Damage=0.0, Time=7.5
Step 500: Speed=116.1, Pos=4, Damage=3.0, Time=9.6
Step 600: Speed=129.6, Pos=4, Damage=3.0, Time=11.6
Step 700: Speed=136.3, Pos=4, Damage=3.0, Time=13.6
Step 800: Speed=116.5, Pos=4, Damage=225.0, Time=15.6
Step 900: Speed=116.6, Pos=4, Damage=225.0, Time=17.7
Step 1000: Speed=123.9, Pos=4, Damage=225.0, Time=19.9
Step 1100: Speed=126.2, Pos=4, Damage=226.0, Time=22.1
Step 1200: Speed=117.2, Pos=4, Damage=226.0, Time=24.3
Step 1300: Speed=40.1, Pos=4, Damage=524.0, Time=26.5
Step 1400: Speed=-14.3, Pos=4, Damage=524.0, Time=28.7
Step 1500: Speed=35.4, Pos=4, Damage=524.0, Time=30.9
Step 1600: Speed=0.6, Pos=4, Damage=573.0, Time=33.0
Step 1700: Speed=0.6, Pos=4, Damage=573.0, Time=35.0
