episode,total_reward,avg_reward,max_speed,distance_raced,damage
1,1310.4277,1310.4277,41.28,25.34,0.00
2,-120.4083,595.0098,42.02,25.58,0.00
3,-119.6883,356.7771,42.46,25.82,0.00
4,-120.0266,237.5762,42.69,26.07,0.00
5,-119.6323,166.1345,42.91,26.31,0.00
6,-120.3146,118.3930,42.50,26.56,0.00
7,-120.4453,84.2732,42.41,26.80,0.00
8,-120.1558,58.7196,42.92,27.05,0.00
9,-119.8443,38.8792,43.49,27.30,0.00
10,-119.9424,22.9970,43.82,27.55,0.00
11,-119.7777,-120.0235,44.23,27.80,0.00
12,-119.0625,-119.8890,44.79,28.05,0.00
13,-119.1287,-119.8330,45.26,28.31,0.00
14,-119.1867,-119.7490,45.42,28.57,0.00
15,-132.2877,-121.0145,39.96,28.83,5.00
16,-132.4978,-122.2329,39.79,29.09,5.00
17,-132.8246,-123.4708,39.86,29.35,5.00
18,-133.3250,-124.7877,39.88,29.61,5.00
19,-133.8193,-126.1853,39.87,29.87,5.00
20,-133.6036,-127.5514,39.91,30.14,5.00
21,-133.8517,-128.9588,39.83,30.40,5.00
22,-133.5884,-130.4113,39.58,30.67,5.00
23,-133.6094,-131.8594,39.37,30.93,5.00
24,-134.1485,-133.3556,38.96,31.19,5.00
25,-134.2830,-133.5551,38.66,31.45,5.00
26,-134.8757,-133.7929,38.39,31.70,5.00
27,-134.9035,-134.0008,38.19,31.96,5.00
28,-135.0927,-134.1776,38.01,32.21,5.00
29,-135.4498,-134.3406,37.40,32.46,5.00
30,-135.7512,-134.5554,36.88,32.71,5.00
31,-135.2253,-134.6927,36.75,32.95,5.00
32,-134.8335,-134.8173,36.56,33.19,5.00
33,-134.2402,-134.8803,36.42,33.43,5.00
34,-135.6636,-135.0318,35.64,33.66,5.00
35,-136.2579,-135.2293,35.30,33.89,5.00
36,-137.0275,-135.4445,34.99,34.12,5.00
37,-136.6815,-135.6223,34.92,34.35,5.00
38,-136.9958,-135.8127,34.85,34.58,5.00
39,-136.6600,-135.9337,34.82,34.81,5.00
40,-137.2305,-136.0816,34.83,35.04,5.00
41,-136.7574,-136.2348,34.97,35.27,5.00
42,-136.0674,-136.3582,34.91,35.50,5.00
43,-135.6568,-136.4998,34.78,35.72,5.00
44,-135.7548,-136.5090,34.55,35.95,5.00
45,-135.6468,-136.4478,34.37,36.17,5.00
46,-135.5295,-136.2980,34.10,36.39,5.00
47,-135.8928,-136.2192,33.74,36.60,5.00
48,-136.6569,-136.1853,33.43,36.82,5.00
49,-136.8201,-136.2013,33.24,37.03,5.00
50,-136.7197,-136.1502,33.02,37.24,5.00
51,-136.7637,-136.1508,32.88,37.45,5.00
52,-136.4286,-136.1870,32.77,37.66,5.00
53,-136.7351,-136.2948,32.63,37.87,5.00
54,-136.6637,-136.3857,32.51,38.07,5.00
55,-136.2836,-136.4494,32.42,38.28,5.00
56,-135.5052,-136.4469,32.58,38.48,5.00
57,-135.5560,-136.4133,32.55,38.69,5.00
58,-136.0026,-136.3478,32.35,38.89,5.00
59,-136.3736,-136.3032,32.27,39.09,5.00
60,-137.2667,-136.3579,32.08,39.30,5.00
61,-137.6515,-136.4467,32.01,39.50,5.00
62,-138.5260,-136.6564,31.82,39.71,5.00
63,-139.1466,-136.8975,31.84,39.92,5.00
64,-138.9012,-137.1213,31.79,40.13,5.00
65,-139.6267,-137.4556,31.64,40.33,5.00
66,-139.9974,-137.9048,31.51,40.54,5.00
67,-140.2672,-138.3759,31.45,40.75,5.00
68,-141.1806,-138.8938,31.22,40.96,5.00
69,-141.8098,-139.4374,31.09,41.18,5.00
70,-142.5276,-139.9635,30.90,41.39,5.00
71,-142.9736,-140.4957,30.69,41.61,5.00
72,-143.3892,-140.9820,30.21,41.82,5.00
73,-143.5680,-141.4241,29.73,42.03,5.00
74,-144.3864,-141.9727,29.11,42.24,5.00
75,-144.8941,-142.4994,28.46,42.44,5.00
76,-145.6546,-143.0651,27.86,42.64,5.00
77,-146.6491,-143.7033,27.27,42.84,5.00
78,-147.0567,-144.2909,26.81,43.04,5.00
79,-147.3125,-144.8412,26.30,43.23,5.00
80,-147.3194,-145.3203,26.01,43.42,5.00
81,-147.5145,-145.7744,25.66,43.61,5.00
82,-146.9625,-146.1318,25.58,43.79,5.00
83,-146.8769,-146.4627,25.19,43.97,5.00
84,-146.2532,-146.6493,25.18,44.15,5.00
85,-146.5724,-146.8172,25.16,44.32,5.00
86,-145.2170,-146.7734,25.62,44.50,5.00
87,-145.4179,-146.6503,25.53,44.67,5.00
