Race started at: 2025-05-02 23:09:16.491440
Track: Default
Stage: Unknown
Training: Enabled
Loaded model from episode: 500
--------------------------------------------------------------------------------
Connected to server at 2025-05-02 23:09:16.496432
Step 100: Speed=15.4, Pos=1, Damage=0.0, Time=1.0
Step 200: Speed=51.3, Pos=2, Damage=0.0, Time=3.1
Step 300: Speed=62.2, Pos=4, Damage=0.0, Time=5.3
Step 400: Speed=59.0, Pos=5, Damage=0.0, Time=7.5
Step 500: Speed=56.2, Pos=5, Damage=0.0, Time=9.6
Step 600: Speed=55.0, Pos=5, Damage=0.0, Time=11.6
Step 700: Speed=52.2, Pos=5, Damage=0.0, Time=13.6
Step 800: Speed=30.0, Pos=5, Damage=16.0, Time=15.6
Step 900: Speed=33.3, Pos=5, Damage=16.0, Time=17.7
Step 1000: Speed=36.7, Pos=5, Damage=16.0, Time=19.9
Step 1100: Speed=37.8, Pos=5, Damage=16.0, Time=22.1
Step 1200: Speed=0.3, Pos=5, Damage=594.0, Time=24.3
Step 1300: Speed=0.0, Pos=5, Damage=594.0, Time=26.5
Step 1400: Speed=0.2, Pos=5, Damage=594.0, Time=28.7
Step 1500: Speed=0.2, Pos=5, Damage=594.0, Time=30.9
