episode,total_reward,avg_reward,max_speed,distance_raced,damage
1,10292.5391,10292.5391,72.72,71.76,0.00
2,-90.6823,5100.9282,71.63,72.14,0.00
3,-90.6502,3370.4021,71.59,72.53,0.00
4,-90.7514,2505.1138,71.54,72.91,0.00
5,-91.0887,1985.8733,71.51,73.29,0.00
6,-91.5333,1639.6388,71.42,73.67,0.00
7,-92.0386,1392.2565,71.31,74.06,0.00
8,-92.0847,1206.7137,71.31,74.44,0.00
9,-92.3636,1062.3718,71.20,74.82,0.00
10,-92.5095,946.8837,71.13,75.21,0.00
11,-92.4580,-91.6160,71.08,75.59,0.00
12,-92.4630,-91.7941,71.08,75.98,0.00
13,-92.3789,-91.9670,71.03,76.37,0.00
14,-92.8907,-92.1809,70.99,76.75,0.00
15,-92.5401,-92.3260,70.92,77.14,0.00
16,-93.0014,-92.4728,70.82,77.52,0.00
17,-93.3718,-92.6062,70.71,77.91,0.00
18,-93.3720,-92.7349,70.70,78.30,0.00
19,-93.6569,-92.8642,70.62,78.68,0.00
20,-93.9803,-93.0113,70.52,79.07,0.00
21,-94.0201,-93.1675,70.50,79.45,0.00
22,-94.2185,-93.3431,70.44,79.84,0.00
23,-94.1590,-93.5211,70.40,80.22,0.00
24,-94.4920,-93.6812,70.32,80.61,0.00
25,-94.4371,-93.8709,70.59,80.99,0.00
26,-93.9771,-93.9685,71.08,81.38,0.00
27,-93.7712,-94.0084,71.48,81.77,0.00
28,-93.7378,-94.0450,71.61,82.16,0.00
29,-93.7175,-94.0511,71.76,82.55,0.00
30,-94.2654,-94.0796,71.48,82.94,0.00
31,-94.3425,-94.1118,71.72,83.33,0.00
32,-94.1735,-94.1073,71.79,83.72,0.00
33,-94.0884,-94.1003,71.84,84.11,0.00
34,-95.3574,-94.1868,70.94,84.50,0.00
35,-96.1290,-94.3560,70.36,84.89,0.00
36,-96.4315,-94.6014,70.34,85.27,0.00
37,-96.8111,-94.9054,70.28,85.65,0.00
38,-96.9908,-95.2307,70.14,86.03,0.00
39,-97.6517,-95.6241,70.01,86.41,0.00
40,-97.7880,-95.9764,69.93,86.79,0.00
41,-98.1140,-96.3536,69.83,87.16,0.00
42,-99.1247,-96.8487,69.38,87.53,0.00
43,-98.9233,-97.3322,69.30,87.90,0.00
