episode,total_reward,avg_reward,max_speed,distance_raced,damage
1,84729.7891,84729.7891,47.98,25.99,0.00
2,640.4433,42685.1172,48.19,26.28,0.00
3,631.4197,28667.2188,48.31,26.57,0.00
4,620.7037,21655.5898,48.33,26.86,0.00
5,610.7746,17446.6270,48.40,27.15,0.00
6,600.3160,14638.9072,48.44,27.45,0.00
7,590.3953,12631.9775,48.50,27.74,0.00
8,581.1599,11125.6250,48.61,28.03,0.00
9,570.8110,9952.8682,48.66,28.33,0.00
10,560.6344,9013.6445,48.72,28.62,0.00
11,558.7349,596.5392,49.30,28.92,0.00
12,554.4955,587.9445,49.76,29.22,0.00
13,544.7886,579.2814,49.88,29.52,0.00
14,533.3900,570.5500,49.91,29.82,0.00
15,521.9229,561.6649,49.93,30.12,0.00
16,511.0584,552.7391,49.98,30.42,0.00
17,500.2941,543.7290,50.04,30.72,0.00
18,489.2163,534.5346,50.08,31.02,0.00
19,479.4878,525.4023,50.23,31.32,0.00
20,472.6699,516.6058,50.59,31.62,0.00
21,468.7143,507.6038,51.21,31.93,0.00
22,463.9626,498.5505,51.79,32.24,0.00
23,458.3904,489.9107,52.33,32.55,0.00
24,447.5435,481.3260,52.47,32.87,0.00
25,435.2606,472.6598,52.48,33.18,0.00
26,426.9917,464.2531,52.86,33.49,0.00
27,418.4507,456.0688,53.23,33.81,0.00
28,409.1990,448.0671,53.57,34.13,0.00
29,397.6946,439.8878,53.70,34.45,0.00
30,360.6620,428.6869,51.49,34.77,1.00
31,356.8564,417.5011,51.14,35.09,1.00
32,355.5750,406.6624,51.01,35.41,1.00
33,353.5964,396.1830,50.80,35.73,1.00
34,352.8565,386.7143,50.74,36.05,1.00
35,351.8086,378.3691,50.65,36.37,1.00
36,350.8629,370.7562,50.56,36.69,1.00
37,350.7717,363.9883,50.56,37.01,1.00
38,350.5920,358.1276,50.56,37.33,1.00
39,350.6202,353.4202,50.57,37.65,1.00
40,351.1925,352.4732,50.65,37.97,1.00
41,349.2726,351.7149,50.47,38.29,1.00
42,349.1228,351.0696,50.45,38.62,1.00
43,349.6271,350.6727,50.51,38.94,1.00
44,348.8274,350.2698,50.46,39.26,1.00
45,346.7039,349.7593,50.27,39.59,1.00
46,343.9423,349.0672,50.02,39.92,1.00
47,340.4557,348.0356,49.70,40.25,1.00
48,337.1821,346.6946,49.38,40.57,1.00
49,331.5068,344.7833,48.85,40.90,1.00
50,327.4175,342.4058,48.45,41.23,1.00
51,322.4757,339.7261,47.99,41.56,1.00
52,318.0968,336.6235,47.54,41.89,1.00
53,312.8385,332.9446,47.02,42.22,1.00
54,306.3008,328.6920,46.38,42.54,1.00
55,300.6727,324.0889,45.82,42.87,1.00
56,293.3729,319.0320,45.10,43.18,1.00
57,287.9400,313.7804,44.54,43.50,1.00
58,282.2583,308.2880,43.99,43.81,1.00
59,277.0280,302.8401,43.45,44.12,1.00
60,271.6360,297.2620,42.93,44.43,1.00
61,268.2951,291.8439,42.58,44.73,1.00
62,265.8292,286.6172,42.30,45.03,1.00
63,262.3817,281.5715,41.94,45.32,1.00
64,260.2974,276.9711,41.72,45.62,1.00
65,258.7719,272.7810,41.55,45.90,1.00
66,257.1050,269.1543,41.36,46.18,1.00
67,256.9117,266.0514,41.32,46.46,1.00
68,255.8507,263.4106,41.18,46.74,1.00
69,253.8045,261.0883,40.95,47.01,1.00
70,252.3084,259.1555,40.80,47.28,1.00
71,252.7806,257.6041,40.82,47.55,1.00
