Race started at: 2025-05-02 20:30:32.087325
Track: Default
Stage: Unknown
Training: Enabled
--------------------------------------------------------------------------------
Connected to server at 2025-05-02 20:30:32.095356
Step 100: Speed=6.3, Pos=1, Damage=0.0, Time=1.0
Step 200: Speed=16.0, Pos=2, Damage=0.0, Time=3.1
Step 300: Speed=34.8, Pos=2, Damage=0.0, Time=5.3
Step 400: Speed=58.8, Pos=2, Damage=0.0, Time=7.5
Step 500: Speed=53.4, Pos=2, Damage=0.0, Time=9.6
Step 600: Speed=41.1, Pos=3, Damage=0.0, Time=11.6
Step 700: Speed=36.1, Pos=3, Damage=0.0, Time=13.6
Step 800: Speed=-0.0, Pos=4, Damage=80.0, Time=15.6
Step 900: Speed=0.2, Pos=4, Damage=80.0, Time=17.7
