20250502_225048.801,0.0029537,-0.982,0.0,1883.32,0.0,94.0,0,0,1,942.478,3.72367e-05,0.0523773,-0.00449722,0.334406,0.345259,8.31996|8.62028|9.62347|11.8011|16.7255|24.525|32.5042|48.729|98.7963|200.0|185.133|94.4746|63.7445|48.3769|33.1905|23.5198|19.2278|17.2549|16.6802,200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|13.0214|200.0|200.0|31.1329|19.9983,0.0|0.0|0.0|0.0
20250502_225048.821,0.0029537,-0.962,0.0,1883.32,0.0,94.0,0,0,1,1100.33,3.72367e-05,0.0523773,-0.00449722,0.334406,0.345259,8.31996|8.62028|9.62347|11.8011|16.7255|24.525|32.5042|48.729|98.7963|200.0|185.133|94.4746|63.7445|48.3769|33.1905|23.5198|19.2278|17.2549|16.6802,200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|13.0214|200.0|200.0|31.1329|19.9983,0.0|0.0|0.0|0.0
20250502_225048.839,0.0029537,-0.942,0.0,1883.32,0.0,93.9999,0,0,1,1263.95,3.72367e-05,0.0523773,-0.00449722,0.334406,0.345259,8.31996|8.62028|9.62347|11.8011|16.7255|24.525|32.5042|48.729|98.7963|200.0|185.133|94.4746|63.7445|48.3769|33.1905|23.5198|19.2278|17.2549|16.6802,200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|13.0214|200.0|200.0|31.1329|19.9983,0.0|0.0|0.0|0.0
20250502_225048.859,0.0029537,-0.922,0.0,1883.32,0.0,93.9998,0,0,1,1432.32,3.72367e-05,0.0523773,-0.00449722,0.334406,0.345259,8.31996|8.62028|9.62347|11.8011|16.7255|24.525|32.5042|48.729|98.7963|200.0|185.133|94.4746|63.7445|48.3769|33.1905|23.5198|19.2278|17.2549|16.6802,200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|13.0214|200.0|200.0|31.1329|19.9983,0.0|0.0|0.0|0.0
20250502_225048.880,0.0029537,-0.902,0.0,1883.32,0.0,93.9997,0,0,1,1605.57,3.72367e-05,0.0523773,-0.00449722,0.334406,0.345259,8.31996|8.62028|9.62347|11.8011|16.7255|24.525|32.5042|48.729|98.7963|200.0|185.133|94.4746|63.7445|48.3769|33.1905|23.5198|19.2278|17.2549|16.6802,200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|13.0214|200.0|200.0|31.1329|19.9983,0.0|0.0|0.0|0.0
20250502_225048.901,0.0029537,-0.882,0.0,1883.32,0.0,93.9997,0,0,1,1783.85,3.72367e-05,0.0523773,-0.00449722,0.334406,0.345259,8.31996|8.62028|9.62347|11.8011|16.7255|24.525|32.5042|48.729|98.7963|200.0|185.133|94.4746|63.7445|48.3769|33.1905|23.5198|19.2278|17.2549|16.6802,200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|13.0214|200.0|200.0|31.1329|19.9983,0.0|0.0|0.0|0.0
20250502_225048.920,0.0029537,-0.862,0.0,1883.32,0.0,93.9996,0,0,1,1967.31,3.72367e-05,0.0523773,-0.00449722,0.334406,0.345259,8.31996|8.62028|9.62347|11.8011|16.7255|24.525|32.5042|48.729|98.7963|200.0|185.133|94.4746|63.7445|48.3769|33.1905|23.5198|19.2278|17.2549|16.6802,200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|13.0214|200.0|200.0|31.1329|19.9983,0.0|0.0|0.0|0.0
20250502_225048.940,0.0029537,-0.842,0.0,1883.32,0.0,93.9995,0,0,1,2156.5,3.72367e-05,0.0523773,-0.00449722,0.334406,0.345259,8.31996|8.62028|9.62347|11.8011|16.7255|24.525|32.5042|48.729|98.7963|200.0|185.133|94.4746|63.7445|48.3769|33.1905|23.5198|19.2278|17.2549|16.6802,200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|13.0214|200.0|200.0|31.1329|19.9983,0.0|0.0|0.0|0.0
20250502_225048.959,0.0029537,-0.822,0.0,1883.32,0.0,93.9994,0,0,1,2359.56,3.72367e-05,0.0523773,-0.00449722,0.334406,0.345259,8.31996|8.62028|9.62347|11.8011|16.7255|24.525|32.5042|48.729|98.7963|200.0|185.133|94.4746|63.7445|48.3769|33.1905|23.5198|19.2278|17.2549|16.6802,200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|13.0214|200.0|200.0|31.1329|19.9983,0.0|0.0|0.0|0.0
20250502_225048.980,0.0029537,-0.802,0.0,1883.32,0.0,93.9993,0,0,1,2580.78,3.72367e-05,0.0523773,-0.00449722,0.334406,0.345259,8.31996|8.62028|9.62347|11.8011|16.7255|24.525|32.5042|48.729|98.7963|200.0|185.133|94.4746|63.7445|48.3769|33.1905|23.5198|19.2278|17.2549|16.6802,200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|200.0|13.0214|200.0|200.0|31.1329|19.9983,0.0|0.0|0.0|0.0
